
      0    802    800      1
    1  0.1269680E+01  0.0000000E+00  0.0000000E+00 -0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151420E+00
    1  0.1259465E+01  0.1607322E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151416E+00
    1  0.1267124E+01  0.8052829E-01  0.0000000E+00  0.0000000E+00 -0.0000000E+00 -0.1000000E+01  0.1151414E+00
    1  0.1246735E+01  0.2402888E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151415E+00
    1  0.1206287E+01  0.3961829E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151408E+00
    1  0.1228985E+01  0.3188779E+00  0.0000000E+00  0.0000000E+00 -0.0000000E+00 -0.1000000E+01  0.1151416E+00
    1  0.1178731E+01  0.4718925E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151418E+00
    1  0.1109509E+01  0.6173144E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151412E+00
    1  0.1146428E+01  0.5457023E+00  0.0000000E+00  0.0000000E+00 -0.0000000E+00 -0.1000000E+01  0.1151415E+00
    1  0.1068123E+01  0.6864409E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151415E+00
    1  0.9726316E+00  0.8161349E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151412E+00
    1  0.1022436E+01  0.7528037E+00  0.0000000E+00  0.0000000E+00 -0.0000000E+00 -0.1000000E+01  0.1151417E+00
    1  0.9189109E+00  0.8761795E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151410E+00
    1  0.8006003E+00  0.9854579E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151418E+00
    1  0.8614901E+00  0.9326964E+00  0.0000000E+00  0.0000000E+00 -0.0000000E+00 -0.1000000E+01  0.1151418E+00
    1  0.7364868E+00  0.1034251E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151413E+00
    1  0.5996335E+00  0.1119164E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151415E+00
    1  0.6694078E+00  0.1078880E+01  0.0000000E+00  0.0000000E+00 -0.0000000E+00 -0.1000000E+01  0.1151413E+00
    1  0.5274442E+00  0.1154942E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151420E+00
    1  0.3769939E+00  0.1212421E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151405E+00
    1  0.4531311E+00  0.1186069E+01  0.0000000E+00  0.0000000E+00 -0.0000000E+00 -0.1000000E+01  0.1151417E+00
    1  0.2993387E+00  0.1233890E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151416E+00
    1  0.1407291E+00  0.1261857E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151418E+00
    1  0.2204778E+00  0.1250391E+01  0.0000000E+00  0.0000000E+00 -0.0000000E+00 -0.1000000E+01  0.1151415E+00
    1  0.6041387E-01  0.1268242E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151410E+00
    1 -0.1006223E+00  0.1265687E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151412E+00
    1 -0.2014474E-01  0.1269520E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151422E+00
    1 -0.1806945E+00  0.1256757E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151414E+00
    1 -0.3383365E+00  0.1223772E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151409E+00
    1 -0.2600392E+00  0.1242766E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151416E+00
    1 -0.4152716E+00  0.1199849E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151415E+00
    1 -0.5638225E+00  0.1137626E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151407E+00
    1 -0.4905348E+00  0.1171095E+01  0.0000000E+00  0.0000000E+00  0.0000000E+00 -0.1000000E+01  0.1151421E+00
