
   68.9785385      -1.57070374      0.111593857       1.57200348       1.62969220      -3.11474514      0.757897735      -1.56959510       469.804016      -1.57070315       2.54493533E-03  0.175611690    
   6901.77734      -9.59131921E-06  -11.1653938      -1.43481884E-07   3.75147533       2.62436969E-03   75.8362732       9.62428771E-07   47007.3047      -6.79530203E-05  -4.24155593E-02  -8.69475025E-06
   10.2551270       2.24599361E-07   6879.71436       8.28826145E-08 -0.119021416      -8.48229320E-05  -46859.2969      -4.75713762E-07   69.6624603       1.60657225E-06  -1.65122747E-03   2.81049751E-07
 -0.590820789      -2.32086328E-04   1.16381645E-02  -8.19563883E-09   164.705185       6.37398809E-02  -7.81440735E-02   3.18884844E-07  -4.05545425      -1.64054928E-03 -0.257452160      -2.11172926E-04
  -72.2476807      -2.76724177E-06  -47177.6016       4.03781905E-06  0.833685875       5.94500103E-04   321505.625      -2.84597754E-05  -490.799927      -1.95174944E-05   1.13162994E-02  -1.97138547E-06
   47333.5117      -6.78265496E-05  -78.6434479      -2.94763595E-07   26.4435272       1.84835643E-02   534.085205       2.13906173E-06   322552.000      -4.80434304E-04 -0.293420792      -6.12361982E-05
   9.49616879E-02  -4.52258973E-06   2.53439695E-03   6.22821961E-10   1.74492133       1.24277594E-03  -1.71107054E-02  -1.36904417E-08  0.641316652      -3.19811988E-05  -6.78165536E-03  -4.11738392E-06
   132.750946      -1.57069695      0.214988232       1.57210147       3.11583114      -3.11104655       1.46009278      -1.56951594       904.143555      -1.57069647       4.81302524E-03  0.186291531    
   6900.62939      -2.41713897E-05  -11.1742249      -7.45257637E-07   3.77308941       6.95059868E-03   75.8925781       5.13980604E-06   46999.3125      -1.75795110E-04  -4.24546003E-02  -2.30133192E-05
   10.2454796       6.23888710E-08   6878.54980       1.71849399E-06 -0.113953233      -2.14807718E-04  -46851.2031      -7.16731711E-06   69.6007690       4.26798522E-07  -1.67101622E-03   7.11127484E-07
 -0.592904568      -6.15116151E-04   1.13816261E-02   3.96005959E-07   165.185883      0.168765664      -7.67707825E-02  -2.58075943E-06  -4.07003784      -4.34928294E-03 -0.258872509      -5.58785279E-04
  -72.1737518      -4.39393443E-06  -47169.7578      -9.85562474E-06  0.797404289       1.50335429E-03   321451.031       3.61560960E-05  -490.291016      -3.13416640E-05   1.14505291E-02  -4.97000565E-06
   47325.8086      -1.70330124E-04  -78.7088470      -1.52586369E-06   26.5973358       4.89561446E-02   534.529785       9.78744811E-06   322498.344      -1.23741210E-03 -0.293710232      -1.62093929E-04
   9.49869305E-02  -1.20045934E-05   2.65055150E-03   3.37651951E-09   1.75600827       3.29359248E-03  -1.79292560E-02  -8.10364682E-08  0.641497850      -8.48870623E-05  -6.81205653E-03  -1.09051462E-05
   217.102936      -1.57068801      0.351800710       1.57231116       5.04542589      -3.10631871       2.38925171      -1.56927884       1478.63647      -1.57068765       7.67121231E-03  0.200986132    
   6899.25195       2.65217368E-05  -11.1785011       9.85860083E-07   3.80113602       1.44084627E-02   75.9226227      -6.65067000E-06   46989.7305       1.50114647E-04  -4.25362885E-02  -4.76687856E-05
   10.2327042       1.24368057E-06   6877.14648       8.09651610E-05 -0.121627569      -4.68890968E-04  -46841.3906      -5.34547202E-04   69.5149689       8.85413829E-06  -1.64172053E-03   1.55229122E-06
 -0.595036030      -1.27596431E-03   1.16338730E-02   1.03976663E-06   165.658813      0.349031687      -7.93266296E-02  -6.79420009E-06  -4.08505249      -9.01835877E-03 -0.260252297      -1.15470681E-03
  -72.0946350      -5.55798897E-06  -47160.4141      -5.47664822E-04  0.852636337       3.28705250E-03   321386.000       3.61497072E-03  -489.724609      -4.20306787E-05   1.12452507E-02  -1.08833128E-05
   47316.6523       1.72113127E-04  -78.7355042      -1.99222450E-06   26.7933922      0.101483963       534.701782       1.60303971E-05   322434.500       9.61823796E-04 -0.294281721      -3.35736200E-04
   9.50210690E-02  -2.49147542E-05   2.56370008E-03   1.28151889E-09   1.76747608       6.81988616E-03  -1.73023343E-02  -8.49936441E-08  0.641718328      -1.76190835E-04  -6.84533548E-03  -2.25623608E-05
   321.918671      -1.57067668      0.521057129       1.57255137       7.38091707      -3.10076189       3.53875375      -1.56905186       2192.48853      -1.57067657       1.09798247E-02  0.219664350    
   6897.52100       2.06150929E-04  -11.1624374       5.43364024E-07   3.82689285       2.56989133E-02   75.8121033      -3.74008505E-06   46977.7266       1.31171825E-03  -4.25750613E-02  -8.49381613E-05
   10.2222443      -1.28112436E-06   6875.37939       3.03375156E-04 -0.122025847      -8.35012528E-04  -46829.1758      -1.99832511E-03   69.4428558      -8.44463102E-06  -1.63897872E-03   2.75783123E-06
 -0.597119808      -2.27717264E-03   1.16281509E-02   1.51505276E-06   166.100067      0.621380270      -7.91130066E-02  -1.23783038E-05  -4.09832382      -1.60978548E-02 -0.261438638      -2.05364311E-03
  -72.0202942       4.81784764E-06  -47148.5898      -2.07986473E-03  0.854954720       5.84844127E-03   321304.000       1.37029914E-02  -489.216064       3.09985444E-05   1.12376213E-02  -1.93353226E-05
   47305.0742       1.38527807E-03  -78.6252594       7.47775266E-06   26.9751129      0.181004643       533.942749      -5.16729706E-05   322354.125       8.79869144E-03 -0.294579029      -5.98219398E-04
   9.51028392E-02  -4.45510632E-05   2.57951021E-03   3.70704392E-08   1.77888143       1.21596921E-02  -1.74240470E-02  -3.30813378E-07  0.642245173      -3.15030251E-04  -6.87174685E-03  -4.01873986E-05
   447.091187      -1.57066333      0.724292278       1.57279003       10.0712814      -3.09457850       4.91867733      -1.56880307       3044.96191      -1.57066345       1.45590995E-02  0.242947608    
   6896.00391       7.55733810E-04  -11.1699047       3.81509653E-06   3.84452438       4.13726494E-02   75.8551941      -2.49879540E-05   46967.1367       4.88652987E-03  -4.26152349E-02  -1.36572431E-04
   10.2148972       2.47519165E-06   6873.83105       9.19889426E-04 -0.119439602      -1.31099764E-03  -46818.3398      -6.04390260E-03   69.3922272       1.75345231E-05  -1.64863467E-03   4.33051537E-06
 -0.598862648      -3.67710483E-03   1.18823051E-02   3.82032340E-06   166.459488      0.999662757      -7.91969299E-02  -2.43588365E-05  -4.11108780      -2.59769205E-02 -0.262348413      -3.29984468E-03
  -71.9746857      -2.69210432E-05  -47138.4648      -6.23753946E-03  0.837183952       9.18940920E-03   321233.156       4.09751423E-02  -488.877441      -1.92227351E-04   1.12948418E-02  -3.03388442E-05
   47295.1719       5.10593411E-03  -78.6702271       3.36796656E-05   27.0990982      0.291396201       534.260376      -2.28360295E-04   322284.719       3.29873785E-02 -0.294846535      -9.61918151E-04
