# Project : 
# User    : 
# File : AddedMass_43.dat
#
# Constants used in computations :
#     Reference length     :     1.0000 
#     Water density (rho)  :  1025.0000
#     Gravity acceleration :     9.8100
#     Waterdepth           :       200.0000
#     Ref.pt incident wave : (     -0.0032   0.0000)
#            Forward speed :   0.0000  m/s   
#
# Reference point of body 1: (    0.000    0.000    0.000)
# MEANVALUE :   0.0000E+00
#   AMP/PHASE
#------------------------------------------------------------------------
#RAOTYPE    :  ADDED-MASS
#COMPONENT  : 43
#UNIT       :  kg*m
#NBHEADING   2
#HEADING          0.00         30.00
#---w(r/s)-----------------------------------------------------
  4.6472 -2.909546E+04 -2.909546E+04      0.0000      0.0000
  4.7100 -2.920076E+04 -2.920076E+04      0.0000      0.0000
  4.7728 -2.898191E+04 -2.898191E+04      0.0000      0.0000
  4.8356 -2.930354E+04 -2.930354E+04      0.0000      0.0000
  4.8984 -2.898666E+04 -2.898666E+04      0.0000      0.0000
  4.9612 -2.921443E+04 -2.921443E+04      0.0000      0.0000
  5.0240 -2.905851E+04 -2.905851E+04      0.0000      0.0000
  5.0868 -2.926897E+04 -2.926897E+04      0.0000      0.0000
  5.1496 -2.903029E+04 -2.903029E+04      0.0000      0.0000
  5.2124 -2.930060E+04 -2.930060E+04      0.0000      0.0000
  5.2752 -2.900936E+04 -2.900936E+04      0.0000      0.0000
  5.3380 -2.931268E+04 -2.931268E+04      0.0000      0.0000
  5.4008 -2.910808E+04 -2.910808E+04      0.0000      0.0000
  5.4636 -2.928887E+04 -2.928887E+04      0.0000      0.0000
  5.5264 -2.925924E+04 -2.925924E+04      0.0000      0.0000
  5.5892 -2.931762E+04 -2.931762E+04      0.0000      0.0000
  5.6520 -2.929406E+04 -2.929406E+04      0.0000      0.0000
  5.7148 -2.930098E+04 -2.930098E+04      0.0000      0.0000
  5.7776 -2.917955E+04 -2.917955E+04      0.0000      0.0000
  5.8404 -2.905298E+04 -2.905298E+04      0.0000      0.0000
  5.9032 -2.895518E+04 -2.895518E+04      0.0000      0.0000
  5.9660 -2.926478E+04 -2.926478E+04      0.0000      0.0000
  6.0288 -2.943532E+04 -2.943532E+04      0.0000      0.0000
  6.0916 -2.946553E+04 -2.946553E+04      0.0000      0.0000
  6.1544 -2.939827E+04 -2.939827E+04      0.0000      0.0000
  6.2172 -2.938043E+04 -2.938043E+04      0.0000      0.0000
  6.2800 -2.933438E+04 -2.933438E+04      0.0000      0.0000
#------------------------------------------------------------
#ENDFILE AddedMass_43.dat                                                                                                                                      
