Nb de frequency :    50
 0.1000
 -0.959132E-05 -0.143482E-06  0.262437E-02  0.962429E-06 -0.679530E-04 -0.869475E-05
  0.224599E-06  0.828826E-07 -0.848229E-04 -0.475714E-06  0.160657E-05  0.281050E-06
 -0.232086E-03 -0.819564E-08  0.637399E-01  0.318885E-06 -0.164055E-02 -0.211173E-03
 -0.276724E-05  0.403782E-05  0.594500E-03 -0.284598E-04 -0.195175E-04 -0.197139E-05
 -0.678265E-04 -0.294764E-06  0.184836E-01  0.213906E-05 -0.480434E-03 -0.612362E-04
 -0.452259E-05  0.622822E-09  0.124278E-02 -0.136904E-07 -0.319812E-04 -0.411738E-05
 0.1388
 -0.241714E-04 -0.745258E-06  0.695060E-02  0.513981E-05 -0.175795E-03 -0.230133E-04
  0.623889E-07  0.171849E-05 -0.214808E-03 -0.716732E-05  0.426799E-06  0.711127E-06
 -0.615116E-03  0.396006E-06  0.168766E+00 -0.258076E-05 -0.434928E-02 -0.558785E-03
 -0.439393E-05 -0.985562E-05  0.150335E-02  0.361561E-04 -0.313417E-04 -0.497001E-05
 -0.170330E-03 -0.152586E-05  0.489561E-01  0.978745E-05 -0.123741E-02 -0.162094E-03
 -0.120046E-04  0.337652E-08  0.329359E-02 -0.810365E-07 -0.848871E-04 -0.109051E-04
 0.1776
  0.265217E-04  0.985860E-06  0.144085E-01 -0.665067E-05  0.150115E-03 -0.476688E-04
  0.124368E-05  0.809652E-04 -0.468891E-03 -0.534547E-03  0.885414E-05  0.155229E-05
 -0.127596E-02  0.103977E-05  0.349032E+00 -0.679420E-05 -0.901836E-02 -0.115471E-02
 -0.555799E-05 -0.547665E-03  0.328705E-02  0.361497E-02 -0.420307E-04 -0.108833E-04
  0.172113E-03 -0.199222E-05  0.101484E+00  0.160304E-04  0.961824E-03 -0.335736E-03
 -0.249148E-04  0.128152E-08  0.681989E-02 -0.849936E-07 -0.176191E-03 -0.225624E-04
 0.2163
  0.206151E-03  0.543364E-06  0.256989E-01 -0.374009E-05  0.131172E-02 -0.849382E-04
 -0.128112E-05  0.303375E-03 -0.835013E-03 -0.199833E-02 -0.844463E-05  0.275783E-05
 -0.227717E-02  0.151505E-05  0.621380E+00 -0.123783E-04 -0.160979E-01 -0.205364E-02
  0.481785E-05 -0.207986E-02  0.584844E-02  0.137030E-01  0.309985E-04 -0.193353E-04
  0.138528E-02  0.747775E-05  0.181005E+00 -0.516730E-04  0.879869E-02 -0.598219E-03
 -0.445511E-04  0.370704E-07  0.121597E-01 -0.330813E-06 -0.315030E-03 -0.401874E-04
 0.2551
  0.755734E-03  0.381510E-05  0.413726E-01 -0.249880E-04  0.488653E-02 -0.136572E-03
  0.247519E-05  0.919889E-03 -0.131100E-02 -0.604390E-02  0.175345E-04  0.433052E-05
 -0.367710E-02  0.382032E-05  0.999663E+00 -0.243588E-04 -0.259769E-01 -0.329984E-02
 -0.269210E-04 -0.623754E-02  0.918941E-02  0.409751E-01 -0.192227E-03 -0.303388E-04
  0.510593E-02  0.336797E-04  0.291396E+00 -0.228360E-03  0.329874E-01 -0.961918E-03
 -0.720698E-04  0.799464E-07  0.195984E-01 -0.463761E-06 -0.509425E-03 -0.646933E-04
 0.2939
  0.224869E-02  0.298464E-05  0.620589E-01 -0.215518E-04  0.146657E-01 -0.204579E-03
 -0.249394E-05  0.250458E-02 -0.201743E-02 -0.164684E-01 -0.158316E-04  0.664715E-05
 -0.552219E-02  0.761090E-05  0.149428E+01 -0.593458E-04 -0.390052E-01 -0.492561E-02
  0.583035E-04 -0.170296E-01  0.141205E-01  0.111970E+00  0.393898E-03 -0.465949E-04
  0.152405E-01  0.482732E-04  0.437091E+00 -0.333706E-03  0.993609E-01 -0.144086E-02
 -0.108407E-03  0.178586E-06  0.293560E-01 -0.128199E-05 -0.765890E-03 -0.967664E-04
 0.3327
  0.543496E-02  0.179329E-04  0.877944E-01 -0.122401E-03  0.355513E-01 -0.288967E-03
  0.138234E-05  0.581654E-02 -0.281735E-02 -0.382370E-01  0.108640E-04  0.926785E-05
 -0.783857E-02  0.162190E-04  0.211179E+01 -0.108497E-03 -0.553577E-01 -0.694991E-02
  0.987944E-05 -0.396218E-01  0.197406E-01  0.260481E+00  0.615098E-04 -0.649883E-04
  0.369019E-01  0.151003E-03  0.618351E+00 -0.105136E-02  0.241344E+00 -0.203522E-02
 -0.154326E-03  0.288431E-06  0.415872E-01 -0.241030E-05 -0.108992E-02 -0.136864E-03
 0.3714
  0.116903E-01  0.365284E-04  0.119046E+00 -0.252344E-03  0.765675E-01 -0.391142E-03
 -0.237662E-04  0.122746E-01 -0.391882E-02 -0.806661E-01 -0.162655E-03  0.128741E-04
 -0.106644E-01  0.299650E-04  0.285475E+01 -0.199604E-03 -0.752945E-01 -0.937803E-02
  0.151517E-03 -0.835920E-01  0.274463E-01  0.549368E+00  0.103096E-02 -0.901690E-04
  0.794768E-01  0.212577E-03  0.838463E+00 -0.147491E-02  0.520491E+00 -0.275490E-02
 -0.210341E-03  0.484634E-06  0.563696E-01 -0.406248E-05 -0.148525E-02 -0.185177E-03
 0.4102
  0.230658E-01  0.671918E-04  0.155780E+00 -0.465285E-03  0.151146E+00 -0.510861E-03
 -0.544375E-04  0.239546E-01 -0.493775E-02 -0.157362E+00 -0.372986E-03  0.161674E-04
 -0.139883E-01  0.476532E-04  0.372171E+01 -0.292618E-03 -0.987205E-01 -0.122015E-01
  0.230726E-03 -0.163010E+00  0.345951E-01  0.107084E+01  0.158973E-02 -0.113390E-03
  0.156841E+00  0.429331E-03  0.109718E+01 -0.297611E-02  0.102767E+01 -0.359803E-02
 -0.276564E-03  0.896630E-06  0.737146E-01 -0.547070E-05 -0.195212E-02 -0.241670E-03
 0.4490
  0.423173E-01  0.138072E-03  0.197478E+00 -0.953792E-03  0.277285E+00 -0.646223E-03
 -0.111731E-03  0.436153E-01 -0.670350E-02 -0.286341E+00 -0.766515E-03  0.219377E-04
 -0.178209E-01  0.597044E-04  0.470736E+01 -0.457511E-03 -0.125693E+00 -0.153988E-01
  0.766983E-03 -0.296845E+00  0.469324E-01  0.194884E+01  0.526628E-02 -0.153465E-03
  0.287873E+00  0.100515E-02  0.139084E+01 -0.694011E-02  0.188620E+01 -0.455131E-02
 -0.353273E-03  0.140120E-05  0.935591E-01 -0.901520E-05 -0.249237E-02 -0.306052E-03
 0.4878
  0.735499E-01  0.268512E-03  0.244617E+00 -0.184921E-02  0.481903E+00 -0.798729E-03
 -0.186846E-03  0.754224E-01 -0.787069E-02 -0.494939E+00 -0.128680E-02  0.256591E-04
 -0.221594E-01  0.857056E-04  0.580324E+01 -0.662155E-03 -0.156230E+00 -0.189381E-01
  0.115629E-02 -0.513247E+00  0.551716E-01  0.336802E+01  0.796510E-02 -0.179972E-03
  0.500372E+00  0.181547E-02  0.172285E+01 -0.125092E-01  0.327834E+01 -0.562539E-02
 -0.440137E-03  0.219452E-05  0.115759E+00 -0.132898E-04 -0.310514E-02 -0.377764E-03
 0.5265
  0.120921E+00  0.443605E-03  0.295767E+00 -0.305347E-02  0.791807E+00 -0.963432E-03
 -0.388482E-03  0.123723E+00 -0.966255E-02 -0.811266E+00 -0.266598E-02  0.314398E-04
 -0.269414E-01  0.125629E-03  0.699773E+01 -0.891296E-03 -0.189839E+00 -0.227770E-01
  0.257081E-02 -0.841957E+00  0.677124E-01  0.552078E+01  0.176513E-01 -0.220186E-03
  0.822796E+00  0.290255E-02  0.208320E+01 -0.200375E-01  0.538764E+01 -0.678560E-02
 -0.537203E-03  0.273283E-05  0.140107E+00 -0.179358E-04 -0.378832E-02 -0.456035E-03
 0.5653
  0.190899E+00  0.746167E-03  0.351013E+00 -0.513117E-02  0.124923E+01 -0.114047E-02
 -0.546493E-03  0.194969E+00 -0.113981E-01 -0.127743E+01 -0.375640E-02  0.369407E-04
 -0.321682E-01  0.172417E-03  0.827611E+01 -0.107258E-02 -0.226695E+00 -0.268623E-01
  0.361197E-02 -0.132658E+01  0.798242E-01  0.869158E+01  0.248800E-01 -0.258798E-03
  0.129905E+01  0.507297E-02  0.247232E+01 -0.349846E-01  0.850075E+01 -0.803245E-02
 -0.642697E-03  0.395915E-05  0.166464E+00 -0.275413E-04 -0.452763E-02 -0.540303E-03
 0.6041
  0.290715E+00  0.110502E-02  0.409707E+00 -0.761260E-02  0.190108E+01 -0.132752E-02
 -0.905121E-03  0.296675E+00 -0.128616E-01 -0.194228E+01 -0.622889E-02  0.414948E-04
 -0.378325E-01  0.239260E-03  0.962415E+01 -0.152522E-02 -0.266265E+00 -0.311446E-01
  0.633060E-02 -0.201924E+01  0.901666E-01  0.132197E+02  0.436308E-01 -0.290930E-03
